RU1801,sell,41,15465.0,32.0,25,25,1,,0,0,0,0,0
RU1801,sell,102,16055.0,31.0,25,25,1,,0,0,0,0,0
RU1801,sell,137,15850.0,50.0,25,25,1,,0,0,0,0,0
RU1801,sell,138,15950.0,31.0,25,25,1,,0,0,0,0,0
RU1801,sell,155,15935.0,31.0,25,25,1,,0,0,0,0,0
RU1801,buy,169,16155.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,170,16280.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,182,16440.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,231,16155.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,236,16195.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,239,16195.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,240,16195.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,241,16385.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,272,15340.0,32.0,25,25,1,,0,0,0,0,0
RU1801,buy,283,15460.0,32.0,25,25,1,,0,0,0,0,0
RU1801,buy,284,15425.0,32.0,25,25,1,,0,0,0,0,0
RU1801,buy,345,15335.0,32.0,25,25,1,,0,0,0,0,0
RU1801,buy,382,15270.0,32.0,25,25,1,,0,0,0,0,0
RU1801,sell,387,15750.0,31.0,25,25,1,,0,0,0,0,0
RU1801,buy,406,15840.0,31.0,25,25,1,,0,0,0,0,0
RU1801,sell,420,16070.0,31.0,25,25,1,,0,0,0,0,0
RU1801,sell,422,16020.0,31.0,25,25,1,,0,0,0,0,0
RU1801,buy,433,16240.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,456,16135.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,457,16135.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,458,16135.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,459,16135.0,30.0,25,25,1,,0,0,0,0,0
RU1801,buy,460,16755.0,29.0,25,25,1,,0,0,0,0,0
RU1801,sell,463,16525.0,30.0,25,25,1,,0,0,0,0,0
RU1801,sell,465,16545.0,30.0,25,25,1,,0,0,0,0,0
RU1801,sell,467,16550.0,30.0,25,25,1,,0,0,0,0,0
