2016/10/28,14260,15105,14225,14880
2016/11/4,14880,15065,14440,14450
2016/11/11,14505,17185,14465,17155
2016/11/18,17150,17695,15815,17020
2016/11/25,17025,19170,16880,18720
2016/12/2,18645,19885,17820,18485
2016/12/9,18470,19850,18345,19500
2016/12/16,19740,20965,19380,20170
2016/12/23,20075,20380,18740,19070
2016/12/30,19095,19170,17530,18705
2017/1/6,18775,19210,18180,18230
2017/1/13,18200,20855,18185,20600
2017/1/20,20550,21970,19900,19900
2017/1/26,19915,21550,19580,21535
2017/2/3,21500,21500,20180,20365
2017/2/10,20380,21425,20130,21080
2017/2/17,21130,22450,20285,20655
2017/2/24,20695,20965,18735,19170
2017/3/3,19220,19520,18570,19475
2017/3/10,19550,19615,17785,18085
2017/3/17,18140,18785,17600,18720
2017/3/24,18750,18830,16785,16865
2017/3/31,16865,16930,15980,16335
2017/4/7,16450,17220,15675,15675
2017/4/14,15645,15860,14570,14830
2017/4/21,14800,15235,13950,14805
2017/4/28,14760,15000,14360,14760
2017/5/5,14850,15345,13555,13600
2017/5/12,13735,13940,13225,13540
2017/5/19,13560,14030,13185,13775
2017/5/26,13805,14360,13390,13465
2017/6/2,13290,13610,12350,12405
2017/6/9,12310,12675,12215,12475
2017/6/16,12490,13140,12255,12875
2017/6/23,12870,12940,12350,12670
2017/6/30,12710,13680,12530,13335
2017/7/7,13340,13570,12625,12885
2017/7/14,12820,13495,12520,13445
2017/7/21,13465,14320,13305,13970
2017/7/28,13925,13975,13500,13500
