2017/2/24,2316,2365,2289,2311
2017/3/3,2311,2372,2306,2355
2017/3/10,2352,2367,2266,2268
2017/3/17,2270,2295,2237,2270
2017/3/24,2265,2300,2221,2227
2017/3/31,2227,2231,2178,2208
2017/4/7,2212,2208,2170,2174
2017/4/14,2175,2248,2175,2239
2017/4/21,2239,2279,2226,2252
2017/4/28,2255,2280,2215,2219
2017/5/5,2225,2283,2239,2248
2017/5/12,2260,2270,2189,2190
2017/5/19,2191,2201,2131,2143
2017/5/26,2150,2172,2108,2110
2017/6/2,2144,2094,2005,2029
2017/6/9,2034,2092,2032,2077
2017/6/16,2080,2116,2068,2107
2017/6/23,2113,2143,2091,2109
2017/6/30,2114,2145,2096,2111
2017/7/7,2117,2274,2112,2249
2017/7/14,2256,2335,2219,2237
2017/7/21,2245,2301,2235,2297
2017/7/28,2290,2293,2196,2234
2017/8/4,2238,2267,2160,2182
2017/8/11,2187,2278,2165,2177
2017/8/18,2186,2188,2129,2150
2017/8/25,2147,2194,2130,2177
2017/9/1,2182,2205,2140,2153
2017/9/8,2160,2202,2147,2163
2017/9/15,2164,2183,2112,2159
2017/9/22,2158,2258,2138,2248
2017/9/29,2251,2270,2161,2174
2017/10/13,2212,2285,2196,2284
2017/10/20,2288,2295,2257,2273
2017/10/27,2275,2298,2205,2209
2017/11/3,2211,2226,2187,2202
2017/11/10,2202,2245,2180,2206
2017/11/17,2206,2297,2204,2277
2017/11/24,2283,2354,2267,2333
2017/12/1,2336,2346,2277,2281
